"spkid","full_name","pdes","orbit_id","diameter","e","a","q","i","om","ma","ad","tp","producer","first_obs","last_obs","n_obs_used","w","class"
1003827,"  437P/Lemmon-PANSTARRS",437P,"JPL 8",,0.2523,4.56,3.410,3.69,245.90,179.13,5.71,2456255.70,"Otto Matic",2004-03-17,2023-01-15,106,206.63,JFc
1001669,"  438P/Christensen",438P,"JPL 13",,0.4220,3.825,2.211,8.34,260.62,89.02,5.44,2453471.96,"Otto Matic",2005-10-07,2013-10-04,88,58.37,JFc
1003011,"  439P/LINEAR",439P,"JPL 14",,0.5098,3.359,1.646,6.96,59.10,57.49,5.07,2454855.46,"Otto Matic",2008-11-30,2022-01-06,154,337.65,JFc
1000167,"  440P/Kobayashi",440P,"JPL 35",,0.7611,8.566,2.047,12.38,329.03,253.76,15.09,2459664.98,"Otto Matic",1997-01-30,2022-06-03,829,183.29,JFc
1003530,"  441P/PANSTARRS",441P,"JPL 17",,0.1951,4.134,3.327,2.57,143.64,62.21,4.94,2457851.97,"Otto Matic",2009-09-25,2022-03-23,106,178.42,ETc
1003145,"  442P/McNaught",442P,"JPL 44",,0.5316,4.971,2.328,6.05,32.03,229.99,7.61,2459812.30,"Otto Matic",2000-11-28,2022-12-10,452,310.97,JFc
1003843,"  443P/PANSTARRS-Christensen",443P,"JPL 23",,0.2845,4.132,2.956,19.89,108.96,291.74,5.31,2459862.22,"Otto Matic",2005-07-05,2024-09-29,211,145.02,JFc
1003855,"  444P/WISE-PANSTARRS",444P,"JPL 28",,0.5703,3.428,1.473,22.12,89.41,341.15,5.38,2459770.87,"Otto Matic",2003-05-01,2022-08-02,247,170.89,JFc
1003342,"  445P/Lemmon-PANSTARRS",445P,"JPL 40",,0.4125,4.058,2.384,1.09,126.55,199.01,5.73,2459810.62,"Otto Matic",1998-11-22,2022-12-20,302,213.73,JFc
1003201,"  446P/McNaught",446P,"JPL 38",,0.6467,4.581,1.619,16.57,336.43,88.09,7.54,2456154.19,"Otto Matic",2012-07-23,2022-11-27,396,344.68,JFc
1003863,"  447P/Sheppard-Tholen",447P,"JPL 7",,0.1807,5.695,4.666,7.41,302.83,222.54,6.72,2459792.98,"Otto Matic",2006-04-29,2022-12-21,75,95.09,JFc
1003421,"  448P/PANSTARRS",448P,"JPL 24",,0.4190,3.63,2.109,12.15,161.78,184.28,5.15,2459830.52,"Otto Matic",2008-10-01,2022-12-20,184,219.03,JFc
1003731,"  449P/Leonard",449P,"JPL 15",,0.4790,3.598,1.875,15.46,242.57,355.00,5.32,2459177.11,"Otto Matic",1987-01-05,2021-02-13,294,176.65,JFc
1000473,"  450P/LONEOS",450P,"JPL 55",,0.3129,7.928,5.448,10.57,124.94,171.45,10.41,2453261.37,"Otto Matic",2003-10-25,2024-09-05,556,21.57,JFc
1002437,"  451P/Christensen",451P,"JPL 14",,0.5574,6.317,2.796,26.49,301.04,67.65,9.84,2454117.66,"Otto Matic",2006-11-24,2023-04-18,157,186.90,JFc
1003893,"  452P/Sheppard-Jewitt",452P,"JPL 33",,0.4279,7.271,4.159,6.43,123.80,240.09,10.38,2460058.70,"Otto Matic",2003-02-02,2023-04-18,219,37.30,JFc
1003897,"  453P/WISE-Lemmon",453P,"JPL 28",,0.5824,5.457,2.279,27.07,42.90,349.02,8.64,2460006.50,"Otto Matic",2010-01-28,2023-05-17,324,70.82,JFc
1003900,"  454P/PANSTARRS",454P,"JPL 7",,0.3615,4.208,2.687,19.81,54.61,319.19,5.73,2459785.96,"Otto Matic",2013-11-25,2023-02-09,96,19.83,JFc
1003542,"  455P/PANSTARRS",455P,"JPL 4",,0.3042,3.155,2.195,14.14,146.21,341.77,4.11,2457958.17,"Otto Matic",2011-08-21,2022-09-02,71,237.94,ETc
1003786,"  456P/PANSTARRS",456P,"JPL 13",,0.1187,3.165,2.789,16.96,243.22,107.72,3.54,2458731.04,"Otto Matic",2012-08-18,2023-06-18,51,234.69,ETc
1003706,"  457P/Lemmon-PANSTARRS",457P,"JPL 11",,0.1197,2.646,2.329,5.22,175.98,29.83,2.96,2458973.23,"Otto Matic",2016-07-03,2024-06-06,122,104.82,ETc
1003916,"  458P/Jahn",458P,"JPL 2",,0.3150,3.861,2.645,13.61,1.63,236.34,5.08,2459882.54,"Otto Matic",2013-11-22,2023-03-25,65,104.36,JFc
1003919,"  459P/Catalina",459P,"JPL 57",,0.5224,3.352,1.601,13.71,272.04,111.09,5.10,2457781.82,"Otto Matic",1997-12-28,2024-07-01,1061,189.88,JFc
1003451,"  460P/PANSTARRS",460P,"JPL 60",,0.6663,3.022,1.009,18.92,180.53,6.09,5.04,2457463.02,"Otto Matic",2015-12-01,2021-01-05,160,351.90,JFc
1003922,"  461P/WISE",461P,"JPL 27",,0.5704,3.139,1.349,18.41,194.40,263.58,4.93,2459492.52,"Otto Matic",2010-07-25,2022-01-28,756,174.78,JFc
1003860,"  462P/LONEOS-PANSTARRS",462P,"JPL 20",,0.5779,4.888,2.063,7.03,322.92,300.68,7.71,2459793.90,"Otto Matic",2000-07-29,2022-11-19,182,4.42,JFc
1003925,"  463P/NEOWISE",463P,"JPL 23",,0.8253,2.976,0.520,29.44,283.72,244.87,5.43,2460033.32,"Otto Matic",2012-09-06,2023-07-13,114,215.91,JFc
1003929,"  464P/PANSTARRS",464P,"JPL 22",,0.2809,4.69,3.372,21.67,309.61,335.12,6.01,2460003.90,"Otto Matic",2012-03-21,2024-08-06,175,267.73,JFc
1002506,"  465P/Hill",465P,"JPL 62",,0.6138,6.013,2.322,25.85,217.94,71.48,9.70,2454697.25,"Otto Matic",2008-06-12,2024-01-05,706,141.51,JFc
1003411,"  466P/PANSTARRS",466P,"JPL 17",,0.4669,4.044,2.156,12.24,119.89,285.06,5.93,2460067.91,"Otto Matic",2015-09-17,2023-11-10,207,196.59,JFc
1003153,"  467P/LINEAR-Grauer",467P,"JPL 14",,0.0739,5.685,5.264,2.55,44.15,96.15,6.10,2454818.32,"Otto Matic",2009-07-14,2023-09-21,94,262.52,JFc
1000520,"  468P/Siding Spring",468P,"JPL 32",,0.4448,7.147,3.968,50.36,356.10,238.40,10.33,2460271.56,"Otto Matic",2004-11-03,2024-07-19,159,322.25,JFc
1003940,"  469P/PANSTARRS",469P,"JPL 5",,0.3116,4.334,2.984,20.16,179.04,302.27,5.68,2457725.99,"Otto Matic",2010-09-13,2017-06-05,76,43.98,JFc
1003351,"  470P/PANSTARRS",470P,"JPL 23",,0.3886,4.462,2.728,8.84,246.24,251.98,6.20,2460298.36,"Otto Matic",2014-11-17,2024-01-31,206,152.26,JFc
1003942,"  471P/",471P,"JPL 31",,0.6278,5.704,2.123,4.79,283.35,348.98,9.29,2460298.82,"Otto Matic",1996-06-23,2024-03-06,907,94.96,JFc
1000417,"  472P/NEAT-LINEAR",472P,"JPL 56",,0.5583,7.633,3.372,11.05,209.01,129.55,11.89,2452819.75,"Otto Matic",2002-09-15,2024-10-10,674,217.53,JFc
1000352,"  473P/NEAT",473P,"JPL 71",,0.8225,7.927,1.407,56.95,22.18,108.69,14.45,2452218.22,"Otto Matic",2001-08-18,2024-06-08,520,43.11,HTC
1003969,"  474P/Hogan",474P,"JPL 3",,0.1887,3.129,2.539,1.10,26.75,243.19,3.72,2460144.57,"Otto Matic",2005-06-14,2024-01-17,120,12.09,ETc
1000481,"  475P/Spacewatch-LINEAR",475P,"JPL 34",,0.4397,7.299,4.089,14.52,147.49,140.29,10.51,2453268.81,"Otto Matic",2004-02-11,2024-06-20,156,40.56,JFc
1003461,"  476P/PANSTARRS",476P,"JPL 15",,0.3456,4.768,3.120,18.89,59.34,125.81,6.42,2456833.58,"Otto Matic",2015-01-14,2023-12-16,69,47.55,JFc
1003583,"  477P/PANSTARRS",477P,"JPL 20",,0.4160,3.007,1.756,8.91,59.21,33.36,4.26,2458400.97,"Otto Matic",2013-07-14,2024-01-28,320,305.89,ETc
1003971,"  478P/ATLAS",478P,"JPL 18",,0.3436,3.647,2.394,12.52,127.28,321.83,4.90,2460432.26,"Otto Matic",2015-09-18,2024-05-27,494,13.11,JFc
1003138,"  479P/Elenin",479P,"JPL 34",,0.7786,5.62,1.244,15.39,295.85,328.31,10.00,2460435.81,"Otto Matic",2011-06-12,2024-08-05,990,263.49,JFc
1003295,"  480P/PANSTARRS",480P,"JPL 16",,0.2414,4.652,3.529,13.70,230.46,179.92,5.78,2456393.86,"Otto Matic",2014-01-09,2024-03-12,91,212.14,JFc
1003230,"  481P/Lemmon-PANSTARRS",481P,"JPL 12",,0.3367,4.786,3.174,6.12,94.51,120.04,6.40,2456314.52,"Otto Matic",2011-09-26,2024-03-08,45,352.84,JFc
1003980,"  482P/PANSTARRS",482P,"JPL 16",,0.4929,3.762,1.907,24.52,126.22,300.36,5.62,2460096.99,"Otto Matic",2014-11-10,2024-05-10,97,339.38,JFc
1003981,"  484P/Spacewatch",484P,"JPL 11",,0.4329,3.762,2.133,14.47,265.41,221.97,5.39,2459180.26,"Otto Matic",2005-12-05,2021-05-14,110,241.02,JFc
1003994,"  485P/Sheppard-Tholen",485P,"JPL 11",,0.4159,6.841,3.996,10.01,261.84,70.51,9.69,2453653.60,"Otto Matic",2006-01-02,2024-03-08,12,195.92,JFc
1003577,"  486P/Leonard",486P,"JPL 11",,0.3647,3.626,2.304,2.21,219.16,68.56,4.95,2458243.17,"Otto Matic",2018-06-08,2024-06-24,239,93.69,JFc
1003221,"  487P/Siding Spring",487P,"JPL 24",,0.6472,5.165,1.822,39.32,49.17,203.86,8.51,2460607.08,"Otto Matic",2012-10-17,2024-10-11,637,0.87,JFc
1004018,"  488P/NEAT-PANSTARRS",488P,"JPL 7",,0.5504,3.737,1.680,11.37,324.11,152.97,5.79,2457810.28,"Otto Matic",2002-07-06,2024-09-30,90,1.30,JFc
1000925,"  489P/Denning",489P,"JPL 9",,0.6456,4.443,1.575,4.01,22.58,180.38,7.31,2454211.39,"Otto Matic",1894-03-27,2007-05-18,302,107.96,JFc
1003635,"  490P/ATLAS",490P,"JPL 14",,0.6485,3.025,1.063,12.28,307.60,23.10,4.99,2458657.17,"Otto Matic",2019-02-19,2024-04-04,361,332.52,JFc
1003327,"  491P/Spacewatch-PANSTARRS",491P,"JPL 30",,0.2593,5.012,3.712,9.37,311.85,70.36,6.31,2456456.51,"Otto Matic",2013-05-04,2024-05-30,213,298.75,JFc
1003116,"  492P/LINEAR",492P,"JPL 25",,0.6921,5.735,1.766,11.48,11.49,29.15,9.70,2455489.31,"Otto Matic",2010-08-10,2024-10-09,689,40.88,JFc
1002322,"  493P/LONEOS",493P,"JPL 54",,0.4656,7.157,3.824,24.11,1.11,334.61,10.49,2461054.67,"Otto Matic",2024-08-02,2024-10-09,100,83.18,JFc
